#x,y,distance_threshold_wp,spin_in_place,angle_min,angle_max
7.0,-1.1,0.4,1
6.1,0.2,0.4,1
5.4, -1.5,0.4,1
#7.0,-1.1,0.4,1
#5.5,-1.1,0.4,1
#5.5,0.0,0.4,1
#7.0,0.0,0.4,1
