#x,y,distance_threshold_wp,spin_in_place,angle_min,angle_max
7.0,-1.1,0.3,1
6.1,-0.7,0.3,1
5.4,-1.5,0.3,1
5.4,0.2,0.3,1
7.0,0.2,0.3,1
#7.0,-1.0,0.3,2,1.0,-2.6  
#6.1,-0.5,0.3,1 
#5.1,-1.7,0.3,2,-0.5,2.1 
#5.4,0.2,0.3,2,-2.1,0.5 
#7.0,0.2,0.3,2,-1.0,2.6
